frame,t,rz,pgz,roll,pitch,yaw,lv_norm,av_norm,dof_pos_err_max,dof_vel_max,tau_max,tau_sat,saturated_joints,L_fz,R_fz,non_foot_cf_sum,top_cf_name,top_cf_val,bz_min,bz_min_name
56,1.12,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049767389893532,18.03124237060547,22.927946,0.0,,510.74142,503.48004,0,left_ankle_roll_link,510.74142,0.030985946,left_ankle_roll_link
57,1.1400000000000001,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049763380549848,18.035442352294922,22.927765,0.0,,510.77432,503.37772,0,left_ankle_roll_link,510.77432,0.030985879,left_ankle_roll_link
58,1.16,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049771310761571,18.03123664855957,22.930489,0.0,,507.0467,507.0467,0,left_ankle_roll_link,507.0467,0.030986026,left_ankle_roll_link
59,1.18,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049775594845414,18.03544044494629,22.925568,0.0,,507.05585,507.05585,0,left_ankle_roll_link,507.05585,0.030985972,left_ankle_roll_link
60,1.2,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049767082557082,18.03124237060547,22.928278,0.0,,510.71588,503.54004,0,left_ankle_roll_link,510.71588,0.03098593,left_ankle_roll_link
61,1.22,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497704539448023,18.035444259643555,22.925274,0.0,,507.10535,507.10535,0,left_ankle_roll_link,507.10535,0.030985989,left_ankle_roll_link
62,1.24,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497747426852584,18.0312442779541,22.927235,0.0,,506.98813,506.98813,0,left_ankle_roll_link,506.98813,0.030985875,left_ankle_roll_link
63,1.26,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049774030223489,18.035430908203125,22.928644,0.0,,510.88147,503.3996,0,left_ankle_roll_link,510.88147,0.030985856,left_ankle_roll_link
64,1.28,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049769988283515,18.0312442779541,22.930132,0.0,,510.7606,503.4356,0,left_ankle_roll_link,510.7606,0.03098589,left_ankle_roll_link
65,1.3,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497668543830514,18.035432815551758,22.927036,0.0,,507.1682,507.1682,0,left_ankle_roll_link,507.1682,0.030985873,left_ankle_roll_link
